unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name,closest_unix_ms,Theta_AF7,Theta_AF8,Alpha_AF7,Alpha_AF8,Beta_AF7,Beta_AF8,Gamma_AF7,Gamma_AF8,Rel_Theta_AF7,Rel_Theta_AF8,Rel_Alpha_AF7,Rel_Alpha_AF8,Rel_Beta_AF7,Rel_Beta_AF8,Rel_Gamma_AF7,Rel_Gamma_AF8
1742939337312,0.1230347,283.0,,Left,833.6166,768.2131,49.34207,,1742939337289,1.970265544351905,1.240919319247631,1.0957231489356025,1.930511882063461,1.1964456183850867,0.6375762115985976,0.3593549130232403,0.1771119440488406,3,2,2,3,2,1,0,0
1742939337312,0.1230347,283.0,,Right,832.6149,768.2131,49.34207,,1742939337289,1.970265544351905,1.240919319247631,1.0957231489356025,1.930511882063461,1.1964456183850867,0.6375762115985976,0.3593549130232403,0.1771119440488406,3,2,2,3,2,1,0,0
1742939337359,0.1969492,284.0,,Center,831.4028,766.5977,49.35633,,1742939337347,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337359,0.1969492,284.0,,Left,831.9036,766.5977,49.35633,,1742939337347,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337359,0.1969492,284.0,,Right,830.9021,766.5977,49.35633,,1742939337347,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337422,0.2312825,285.0,,Center,830.4116,769.6439,49.37356,,1742939337404,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337422,0.2312825,285.0,,Left,830.912,769.6439,49.37356,,1742939337404,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337422,0.2312825,285.0,,Right,829.9109,769.6439,49.37356,,1742939337404,2.1362090721508897,1.31884681262257,1.0086519991428435,1.8968766720203787,1.1457389906406332,0.6371691985315955,0.35908016359747574,0.1617255202042826,4,2,2,3,2,1,0,0
1742939337464,0.2946274,286.0,Eye Hit,Center,835.6975,752.6124,49.26783,Truck1-Detailed,1742939337433,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337464,0.2946274,286.0,Eye Hit,Left,836.1992,752.6124,49.26783,Truck1-Detailed,1742939337433,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337464,0.2946274,286.0,Eye Hit,Right,835.1959,752.6124,49.26783,Truck1-Detailed,1742939337433,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337491,0.3381922,287.0,,Center,837.191,691.6359,48.85783,,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337491,0.3381922,287.0,,Left,837.6969,691.6359,48.85782,,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337491,0.3381922,287.0,,Right,836.6852,691.6359,48.85782,,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337518,0.3647878,288.0,Eye Hit,Left,781.4313,589.3078,47.92659,NorthSidewalk,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337518,0.3647878,288.0,Eye Hit,Right,780.3999,589.3078,47.92659,NorthSidewalk,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337518,0.3647878,288.0,Eye Hit,Center,780.9156,589.3078,47.92659,NorthSidewalk,1742939337487,2.2828296778148967,1.4321194791437073,0.8921009069040401,1.8500092367830434,1.06067780359856,0.6498812448757404,0.3720848202516555,0.15287488222014348,4,2,1,3,2,1,0,0
1742939337560,0.4025466,289.0,Eye Hit,Left,731.976,495.623,46.16737,RoadCrosswalk,1742939337542,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337560,0.4025466,289.0,Eye Hit,Right,730.9054,495.623,46.16737,RoadCrosswalk,1742939337542,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337560,0.4025466,289.0,Eye Hit,Center,731.4407,495.623,46.16738,RoadCrosswalk,1742939337542,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337602,0.432781,290.0,Eye Hit,Left,722.3602,479.665,45.8026,RoadCrosswalk,1742939337598,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337602,0.432781,290.0,Eye Hit,Right,721.2811,479.665,45.8026,RoadCrosswalk,1742939337598,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337602,0.432781,290.0,Eye Hit,Center,721.8207,479.665,45.8026,RoadCrosswalk,1742939337598,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337644,0.4764106,291.0,Eye Hit,Center,721.7795,478.7119,45.78038,RoadCrosswalk,1742939337627,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337644,0.4764106,291.0,Eye Hit,Right,721.2397,478.7119,45.78038,RoadCrosswalk,1742939337627,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
1742939337644,0.4764106,291.0,Eye Hit,Left,722.3195,478.7119,45.78038,RoadCrosswalk,1742939337627,2.2828296778148967,1.6125433765636392,0.8921009069040401,1.8379681299028938,1.06067780359856,0.6652697780876287,0.3720848202516555,0.1521308699093106,4,3,1,3,2,1,0,0
